X;Y;Cluster_id;mean_density
-106.10183144621166;41.01203557764756;0;10.3579120426415152
-119.25349093247618;37.406693967845655;1;1.1772356771578478
-123.12675700000004;40.20212474444448;2;14.3132585785042036
-118.64877598113192;36.31948315094343;3;0.8367255052087387
-121.1851853989362;39.8314474468085;4;1.017952508303596
-111.79044914191417;33.905875412541256;5;12.4347922620593065
-90.19801121076236;36.62352376681614;6;20.027714635461084
-110.57695519607836;40.61378102941176;7;0.4139315716504687
-101.85692541666664;31.98753750000001;8;0.0281025383227875
-87.37914464285716;41.59061328571429;9;0.107380139233041
-109.22682009900991;33.57197623762377;10;9.0490951789560718
-91.3470425263158;30.43681284210525;11;13.130209456056219942
-95.12733592592596;29.510183703703703;12;0.0261298145199239
-118.121370375;34.228851375000005;13;7.0121366996839087
-83.25077050632912;41.94427468354432;14;0.0100620186429227
-102.82834536231884;47.81601130434783;17;0.0222828405598514
-79.75099602941177;43.30981455882353;18;8.0457003181254305
-84.47354044776121;39.23317940298505;19;0.0108171590723653
-100.2486684848485;25.618094848484844;20;6.0206183641746768
-92.08323236363634;19.415095454545455;21;3.1560239319222339
-96.679745;39.11007315789474;24;0.0235859249051142
-99.27754189189191;20.05325540540541;25;0.0297191409819446
-73.24090290322582;45.80293516129033;30;12.0107661654747228
-88.0023896;31.025526000000003;34;0.0636997727642209
-101.04316639999998;20.551016000000004;37;20.0406181384600408
-101.43517875;26.87576583333333;40;0.7171495771721109
-97.89789238095238;22.214596190476197;43;0.0227689408506191
-97.4399815;20.464937500000005;46;0.0309374425088379
-109.544591875;30.477456875;52;10.0176303661024693
-96.22121571428572;18.56912071428572;55;8.0195374824730606
-111.59204307692308;42.68502846153846;58;3.607722406775576
-92.90305416666668;33.5848475;61;0.0114940826418948
-114.91176916666667;36.35783083333333;62;8.46442977109652
-82.9018890909091;38.56965272727273;63;0.0136332556601116
-89.63938;40.63867888888889;75;10.58688441930688
-104.1813188888889;49.17850222222222;78;4.588659180606865
-75.54138749999998;44.114055;80;9.89441443266218
-77.71237375000001;40.89293000000001;81;6.67266107585512
-90.64798;27.796628750000004;84;2.404379018510884
-93.17168285714288;44.78956142857143;95;0.0150248459814801
-83.40462666666667;45.072325;108;5.401320576066915
-109.28017599999998;38.166804;123;7.008136697974727
-64.9226725;48.187905;125;3.04572720240983
-73.97824499999999;42.04963;126;5.750369616259334
-104.60651;38.155275;137;0.0649700780881367
-114.7979325;49.737985;139;9.83857126303721
-119.26463;39.61986;140;4.793828159806871
-120.3335325;46.46045;141;0.1040384463284539
-79.88285333333333;33.012053333333334;143;2.759172402890871
-81.51263666666665;30.17195;144;0.2472219312337491
-84.58555;36.97212666666667;146;8.689211911212254
-87.88356666666668;42.48122333333334;149;13.32375032802392
-96.15437666666666;41.006283333333336;152;17.247580289979073
-112.73445666666667;40.917006666666666;153;9.7907656028796
-113.48678666666667;31.351096666666667;154;13.91668299322812
-114.25597333333332;40.82263666666666;155;12.00949463276524
-118.17466666666668;46.23033333333333;156;12.3135094486432504
-72.120295;43.96549;157;14.47270559000467
-81.0549;33.964955;161;6.023387167270044
-88.26877999999999;28.755085;163;4.64756031981492
-88.653775;40.931675;164;2.658402550463137
-89.16662;28.16286;165;0.0151577494654664
-92.63883;41.11358;168;2.61241489918552
-92.71181;42.192105;169;21.161066037956
-99.685865;35.203995;171;15.36454470737206
-99.89409;49.26426000000001;172;12.83670969967786
-103.37292;27.0283;176;3.566355918435868
-105.340335;23.79627;177;0.2502362758874135
-105.68304;25.045855000000003;178;8.82506568840424
-106.583645;31.966605;179;10.31553121765415
-112.217255;31.143715;180;9.9301984599985
-116.28187;31.32472;181;21.00210066006367
-116.972835;46.4281;182;3.446344253938
